contract,clause_text,label,predicted_label,confidence,filtered_prediction,low_confidence
NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT,"DISTRIBUTOR acknowledges PPG SHANGHAI's exclusive right and interests in relation to the PPG Trademarks and further acknowledges that all copyrights, patent, utility model rights and all other industrial property rights of whatever kind used in or in connection with the Products are the sole and exclusive property of PPG SHANGHAI or PPG and that DISTRIBUTOR will not, whether during the Term of this appointment or after its expiry or termination, knowingly do or cause to be done any act or thing directly or indirectly, contest or in any way impair or attempting to impair PPG SHANGHAI or PPG's rights, titles or interests in the PPG Trademarks.",Covenant Not To Sue,Covenant Not To Sue,0.9935134053230286,Covenant Not To Sue,False
NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT,DISTRIBUTOR agrees to satisfy the annual and quarterly sale targets for the Products set forth in Appendix 3 herein as mutually agreed to by the parties hereof.,Minimum Commitment,Minimum Commitment,0.9911032915115356,Minimum Commitment,False
NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT,"During the term of this Agreement, DISTRIBUTOR shall have the exclusive right for selling the Products to Beijing Sino-US Jinche Yingang Auto Technological Services Limited (the ""Auto Center"").",Exclusivity,Exclusivity,0.9799579977989197,Exclusivity,False
NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT,"For the avoidance of doubt, PPG SHANGHAI hereby declares and represents that PPG SHANGHAI is not responsible for any damage to the Products after they have been taken away from PPG SHANGHAI's warehouse and caused by DISTRIBUTOR or its transport agent.",Cap On Liability,Cap On Liability,0.9538109302520752,Cap On Liability,False
NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT,"If Products are found damaged upon delivery, DISTRIBUTOR or its customers who directly receive the delivery shall report to PPG SHANGHAI in writing within 48 hours.",Warranty Duration,Warranty Duration,0.9757678508758545,Warranty Duration,False
NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT,"In case of discrepancy found in Products delivered, DISTRIBUTOR shall report to PPG SHANGHAI in writing, detailing all the discrepancies within 48 hours after delivery.",Warranty Duration,Warranty Duration,0.9734293222427368,Warranty Duration,False
NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT,In no event shall PPG SHANGHAI be liable for consequential damages.,Cap On Liability,Cap On Liability,0.9901911020278931,Cap On Liability,False
NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT,"In the event that the Product fails to conform to the warranties herein given, DISTRIBUTOR's exclusive remedy and PPG SHANGHAI's sole responsibility is, at PPG SHANGHAI's option, limited to the replacement of such nonconforming Product at PPG SHANGHAI's expense or the refund of the purchase price attributable to a specific delivery as to which a claim is made.",Cap On Liability,Cap On Liability,0.9853734374046326,Cap On Liability,False
NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT,"In the event that there is no written notice issued by either party to show the intention to renew this Agreement in the said thirty(30) days before the expiry of the current Term of the Agreement, the Agreement shall terminate at the end of the said thirty(30) days.",Renewal Term,Renewal Term,0.9601511359214783,Renewal Term,False
NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT,NeoMedia Micro Paint Repair,Parties,Parties,0.9968000650405884,Parties,False
NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT,"Notwithstanding the provisions of any law, rule, or regulation to the contrary, on the termination of this Agreement for any cause whatsoever, DISTRIBUTOR shall not be entitled to claim or receive from PPG SHANGHAI any compensation, reimbursement, or damages on account of any expenditure or commitment of any kind in connection with its business or on account of goodwill or on account of loss of prospective profits or otherwise.",Cap On Liability,Cap On Liability,0.9896875023841858,Cap On Liability,False
NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT,PPG Paints Trading (Shanghai) Co Ltd,Parties,Parties,0.9949069619178772,Parties,False
NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT,"PPG SHANGHAI hereby grants to DISTRIBUTOR during the Term, subject to the terms and conditions hereinafter specified, a limited, nonexclusive, nonassignable and nontransferable right to use the PPG Trademarks in the Territory for or in connection with its advertisement, promotion, sale and distribution of Products.",Non-Transferable License,Non-Transferable License,0.9692692756652832,Non-Transferable License,False
NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT,"PPG SHANGHAI shall have the right to terminate this Agreement and/or suspend its performance hereunder immediately upon giving notice to DISTRIBUTOR, which termination shall be effective upon receipt of notice, if any one of the following occurs:",Non-Disparagement,Change Of Control,0.3043659031391144,LOW_CONFIDENCE,True
NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT,PPG SHANGHAI will not accept any claims for discrepancy in delivery beyond the 48 hours period.,Warranty Duration,Warranty Duration,0.986447811126709,Warranty Duration,False
NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT,PPG Shanghai,Parties,Parties,0.9961985945701599,Parties,False
NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT,"PPG Shanghai or any of its direct or indirect affiliates shall not sell any of its products directly to the Auto Center or to any of the Auto Center's affiliates in China or throughout the world, unless PPG Shanghai obtains Distributor's written approval.",Exclusivity,No-Solicit Of Customers,0.5576268434524536,LOW_CONFIDENCE,True
NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT,"The term of this Agreement (the ""Term"") shall commence on the date first above written and shall terminate on 31 December 2006, unless sooner terminated in accordance with the provisions hereof.",Expiration Date,Expiration Date,0.6268024444580078,Expiration Date,False
NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT,"The validity, construction, and performance of this Agreement shall be governed by and interpreted in accordance with the laws of the People's Republic of China.",Governing Law,Governing Law,0.9974385499954224,Governing Law,False
OPERALTD_04_30_2020-EX-4.14-SERVICE AGREEMENT,"""Service Period"" means April. 1st 2019 through to March 30, 2020",Expiration Date,Expiration Date,0.9778182506561279,Expiration Date,False
OPERALTD_04_30_2020-EX-4.14-SERVICE AGREEMENT,"4.7 Data protection. Each Party agrees to comply with all applicable data protection and privacy laws arising from its obligations, if any, under the Agreement and to reasonably co-operate with the other Party in order to allow the other Party to comply with any laws as deemed necessary from time to time. Each Party shall treat all data, information relating to Services, including but not limit to the customer personal data, as confidential. Each party warrants that it shall take appropriate technical and organizational measures against unauthorized or unlaw",Renewal Term,Other,0.9964703321456909,Other,False
OPERALTD_04_30_2020-EX-4.14-SERVICE AGREEMENT,April. 1st 2019,Effective Date,Effective Date,0.5066492557525635,LOW_CONFIDENCE,True
OPERALTD_04_30_2020-EX-4.14-SERVICE AGREEMENT,"Both Parties acknowledge and confirm that the Reserve Bank of India (hereafter ""RBI"") or persons authorized by it has right to access and inspect the PC Financial's documents, records of Service transactions and other necessary information related to the Services or Activity given to, stored or processed by Mobimagic within a reasonable time.",Audit Rights,Audit Rights,0.9960094690322876,Audit Rights,False
OPERALTD_04_30_2020-EX-4.14-SERVICE AGREEMENT,"IN NO EVENT WILL EITHER PARTY BE LIABLE FOR ANY CONSEQUENTIAL, INDIRECT, EXEMPLARY, SPECIAL, OR INCIDENTAL DAMAGES ARISING FROM OR RELATING TO THIS AGREEMENT. NEITHER PARTIES' TOTAL CUMULATIVE LIABILITY IN CONNECTION WITH THIS AGREEMENT, WHETHER IN AGREEMENT OR TORT OR OTHERWISE, WILL NOT EXCEED THE AGGREGATE AMOUNT OF FEES AND EXPENSES OWED BY PC FINANCIAL TO MOBIMAGIC FOR SERVICES PERFORMED UNDER THIS AGREEMENT.",Cap On Liability,Cap On Liability,0.987891674041748,Cap On Liability,False
OPERALTD_04_30_2020-EX-4.14-SERVICE AGREEMENT,Mobimagic,Parties,Parties,0.9965795874595642,Parties,False
OPERALTD_04_30_2020-EX-4.14-SERVICE AGREEMENT,"Mobimagic Co., Ltd.",Parties,Parties,0.9968356490135193,Parties,False
OPERALTD_04_30_2020-EX-4.14-SERVICE AGREEMENT,"Neither Party shall be liable to the other Party in contract, tort or otherwise, whatever the cause, for any loss of profit, business or goodwill or any indirect, incidental or consequential costs, damages or expenses of any kind, except for such loss attributable to breach of confidentiality.",Uncapped Liability,Cap On Liability,0.7767110466957092,Cap On Liability,False
OPERALTD_04_30_2020-EX-4.14-SERVICE AGREEMENT,PC Financial,Parties,Parties,0.9964048862457275,Parties,False
OPERALTD_04_30_2020-EX-4.14-SERVICE AGREEMENT,PC Financial Services Private Limited,Parties,Parties,0.9967504739761353,Parties,False
OPERALTD_04_30_2020-EX-4.14-SERVICE AGREEMENT,"PC Financial and Mobimagic are individually referred to herein each as a ""Party"" and collectively as the ""Parties.""",Parties,Parties,0.9961710572242737,Parties,False
OPERALTD_04_30_2020-EX-4.14-SERVICE AGREEMENT,Service Agreement,Document Name,Document Name,0.9973458647727966,Document Name,False
OPERALTD_04_30_2020-EX-4.14-SERVICE AGREEMENT,"Subject to the foregoing as wen as Mobimagic's obligations under this Agreement, Mobimagic shall not in any manner be held or be responsible or liable for any unforeseen contingency, claims, liabilities, demands. losses, damages or expenses arising due to absence of storage or retention of any PC Financial data which shall be the sole responsibility of PC Financial .",Uncapped Liability,Cap On Liability,0.9888988137245178,Cap On Liability,False
OPERALTD_04_30_2020-EX-4.14-SERVICE AGREEMENT,"The Agreement shall commence on the Effective Date and continue in effect for the Service Period, unless terminated earlier as provided in this Section.",Expiration Date,Expiration Date,0.9810100197792053,Expiration Date,False
OPERALTD_04_30_2020-EX-4.14-SERVICE AGREEMENT,"This Agreement (and any question about its subsistence, effect or termination) is to be interpreted in accordance with the laws of India, save for that body of law which governs the conflict of laws.",Governing Law,Governing Law,0.9974748492240906,Governing Law,False
OPERALTD_04_30_2020-EX-4.14-SERVICE AGREEMENT,"This Agreement may not be assigned, delegated, or otherwise transferred, in whole or in part, by operation of law or otherwise, by a Party without the other Party's express prior written consent.",Anti-Assignment,Anti-Assignment,0.9843153357505798,Anti-Assignment,False
OPERALTD_04_30_2020-EX-4.14-SERVICE AGREEMENT,knowingly use the Services in violation of this Agreement.,Renewal Term,License Grant,0.7408652305603027,License Grant,False
OPERALTD_04_30_2020-EX-4.14-SERVICE AGREEMENT,"knowingly use the Services in violation of this Agreement. 3 4.7 Data protection. Each Party agrees to comply with all applicable data protection and privacy laws arising from its obligations, if any, under the Agreement and to reasonably co-operate with the other Party in order to allow the other Party to comply with any laws as deemed necessary from time to time. Each Party shall treat all data, information relating to Services, including but not limit to the customer personal data, as confidential. Each party warrants that it shall take appropriate technical and organizational measures against unauthorized or unlaw",Renewal Term,Other,0.9857282042503357,Other,False
PACIFICSYSTEMSCONTROLTECHNOLOGYINC_08_24_2000-EX-10.53-SPONSORSHIP AGREEMENT,"(""SLD"")",Parties,Parties,0.996279776096344,Parties,False
PACIFICSYSTEMSCONTROLTECHNOLOGYINC_08_24_2000-EX-10.53-SPONSORSHIP AGREEMENT,"7) All covenants, promises and agreements by or on behalf of the parties contained in this Agreement shall be binding upon and shall inure to the benefit of the successors and assigns of the parties; but nothing in this Agreement, expressed or implied is intended to confer on any party the right to assign its rights or obligations hereunder.",Anti-Assignment,Other,0.9898897409439087,Other,False
PACIFICSYSTEMSCONTROLTECHNOLOGYINC_08_24_2000-EX-10.53-SPONSORSHIP AGREEMENT,ACM,Parties,Parties,0.9966920614242554,Parties,False
PACIFICSYSTEMSCONTROLTECHNOLOGYINC_08_24_2000-EX-10.53-SPONSORSHIP AGREEMENT,"American Champion Media, Inc.",Parties,Parties,0.9968692660331726,Parties,False
